coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_C,Soil_Type
36.9000_2.8200,36.9,2.82,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.8800,36.9,2.88,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.9400,36.9,2.94,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.0000,36.9,3.0,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.0600,36.9,3.06,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.1200,36.9,3.12,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.1800,36.9,3.18,19.43,78.19,684.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.2400,36.9,3.24,19.43,78.19,684.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.3000,36.9,3.3,19.39,78.11,741.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.3600,36.9,3.36,19.39,78.11,741.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.4200,36.9,3.42,19.41,77.75,834.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.4800,36.9,3.48,19.41,77.75,834.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.5400,36.9,3.54,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.6000,36.9,3.6,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.6600,36.9,3.66,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.7200,36.9,3.72,19.43,70.84,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.7800,36.9,3.78,18.92,70.75,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_3.8400,36.9,3.84,18.92,70.75,934.4,6.6,13.2,6.6,16.32,19.7,Clay
36.9000_3.9000,36.9,3.9,18.48,71.48,985.9,6.6,14.6,7.3,17.12,16.2,Clay
36.9000_3.9600,36.9,3.96,19.56,71.68,985.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_4.0200,36.9,4.02,19.43,72.58,1047.3,6.5,15.0,7.5,15.28,24.4,Clay
36.9000_4.0800,36.9,4.08,19.61,72.61,1047.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_1.8000,36.96,1.8,19.83,78.64,591.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_1.8600,36.96,1.86,19.87,78.45,626.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_1.9200,36.96,1.92,19.87,78.45,626.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_1.9800,36.96,1.98,19.88,78.2,641.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.0400,36.96,2.04,19.88,78.2,641.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.1000,36.96,2.1,19.87,78.08,659.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.1600,36.96,2.16,19.87,78.08,659.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.2200,36.96,2.22,19.88,78.02,656.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.2800,36.96,2.28,19.88,78.02,656.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.3400,36.96,2.34,19.87,77.83,677.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.4000,36.96,2.4,19.87,77.83,677.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.4600,36.96,2.46,19.78,77.83,628.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.5200,36.96,2.52,19.78,77.83,628.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.5800,36.96,2.58,19.74,78.03,648.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.6400,36.96,2.64,19.74,78.03,648.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.7000,36.96,2.7,19.85,77.98,680.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.7600,36.96,2.76,19.85,78.01,680.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.8200,36.96,2.82,19.94,77.5,734.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.8800,36.96,2.88,19.94,77.5,734.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_2.9400,36.96,2.94,19.91,77.19,730.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.0000,36.96,3.0,19.91,77.19,730.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.0600,36.96,3.06,19.83,77.58,734.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.1200,36.96,3.12,19.83,77.58,734.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.1800,36.96,3.18,19.72,77.87,777.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.2400,36.96,3.24,19.72,77.87,777.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.3000,36.96,3.3,19.56,77.95,871.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.3600,36.96,3.36,19.56,77.95,871.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.4200,36.96,3.42,19.51,78.03,875.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.4800,36.96,3.48,19.51,78.03,875.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.5400,36.96,3.54,19.56,77.94,832.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.6000,36.96,3.6,19.56,77.94,832.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.6600,36.96,3.66,19.43,70.84,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.7200,36.96,3.72,19.43,70.84,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.7800,36.96,3.78,19.43,70.84,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.8400,36.96,3.84,19.43,70.84,934.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.9000,36.96,3.9,19.56,71.68,985.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_3.9600,36.96,3.96,19.56,71.68,985.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_4.0200,36.96,4.02,19.61,72.61,1047.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9600_4.0800,36.96,4.08,19.61,72.61,1047.3,0.0,0.0,0.0,0.0,0.0,Unknown
