coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus_est,Potassium,Organic_C,Soil_Type
33.2800_0.2800,33.28,0.28,16.15,48.73,272,8.2,5.4,2.7,11.36,8.1,Sandy
33.2800_0.3600,33.28,0.36,16.15,48.73,272,8.2,5.4,2.7,11.92,9,Sandy
33.2800_0.4400,33.28,0.44,15.43,47.61,247.2,8.1,7.4,3.7,11.68,7.6,Sandy
33.2800_0.5200,33.28,0.52,16.36,47.31,224.9,8.2,5,2.5,10.8,9.6,Sandy
33.2800_0.6000,33.28,0.6,16.36,47.31,224.9,8.2,5.6,2.8,12,6.5,Sandy
33.2800_0.6800,33.28,0.68,16.28,47.4,217.5,8.2,5.6,2.8,11.2,10.8,Sandy
33.2800_0.7600,33.28,0.76,16.49,47.04,236.5,8.2,5.4,2.7,11.76,8.3,Sandy
33.2800_0.8400,33.28,0.84,17.06,46.19,236.8,8.2,5.5,2.75,10,6.6,Sandy
33.2800_0.9200,33.28,0.92,17.06,46.19,236.8,8.2,5.1,2.55,11.28,9.1,Sandy
33.2800_1.0000,33.28,1,17.43,45.63,215.6,8.2,5.5,2.75,10.32,6.9,Sandy
33.2800_1.0800,33.28,1.08,17.35,45.62,235.2,8.2,7.4,3.7,9.76,7.6,Sandy
33.2800_1.1600,33.28,1.16,17.35,45.62,235.2,8.1,5.6,2.8,10.24,9.2,Sandy
33.2800_1.2400,33.28,1.24,17.41,45.11,258.7,8.1,5.6,2.8,11.6,9.9,Sandy
33.2800_1.3200,33.28,1.32,17.64,44.83,243.6,8.1,5.6,2.8,10.48,6.7,Sandy
33.2800_1.4000,33.28,1.4,17.99,43.95,216.3,8.2,5.1,2.55,9.52,5.8,Sandy
33.2800_1.4800,33.28,1.48,17.99,43.95,216.3,8.1,4.7,2.35,10.96,7.9,Sandy
33.2800_1.5600,33.28,1.56,18.19,43.62,209,8.1,4.4,2.2,10.64,8.3,Sandy
33.2800_1.6400,33.28,1.64,18.36,43.34,205.9,8.2,5.7,2.85,11.12,9.2,Sandy
33.2800_1.7200,33.28,1.72,18.36,43.34,205.9,8.2,4.6,2.3,11.2,7.5,Sandy
33.2800_1.8000,33.28,1.8,18.55,43.13,232.3,8.2,4.6,2.3,10.48,6.1,Sandy
33.2800_1.8800,33.28,1.88,18.75,43.02,219.3,8.2,4.4,2.2,10.32,5.7,Sandy
33.2800_1.9600,33.28,1.96,18.78,43.74,194,8.3,4.6,2.3,10.56,6.1,Sandy
33.2800_2.0400,33.28,2.04,18.78,43.74,194,8.3,4.2,2.1,10.64,4.8,Sandy
33.2800_2.1200,33.28,2.12,18.82,43.52,184.4,8.3,4,2,10,5.5,Sandy
33.2800_2.2000,33.28,2.2,18.83,43.3,168.3,8.3,4.3,2.15,10,6.9,Sandy
33.2800_2.2800,33.28,2.28,18.8,43.59,188.6,8.3,5.1,2.55,9.44,5.1,Sandy
33.2800_2.3600,33.28,2.36,18.8,43.59,188.6,8.4,4.1,2.05,7.28,4.8,Sandy
33.2800_2.4400,33.28,2.44,18.76,43.85,165.8,8.4,4.3,2.15,9.52,5.6,Sandy
33.2800_2.5200,33.28,2.52,18.83,43.53,155.7,8.3,4.2,2.1,8.96,4.9,Sandy
33.2800_2.6000,33.28,2.6,18.83,43.53,155.7,8.3,4.2,2.1,9.36,5.9,Sandy
33.2800_2.6800,33.28,2.68,18.93,43.36,151.5,8.3,4.3,2.15,10.24,7.1,Sandy
33.2800_2.7600,33.28,2.76,19.07,43.33,163.6,8.3,4.1,2.05,9.84,4,Sandy
33.2800_2.8400,33.28,2.84,19.2,43.01,177.1,8.3,4.2,2.1,11.6,4.4,Sandy
33.2800_2.9200,33.28,2.92,19.2,43.01,177.1,8.3,4,2,11.76,3.9,Sandy
33.2800_3.0000,33.28,3,19.27,42.94,145.8,8.4,4.8,2.4,11.52,5.8,Sandy
33.2800_3.0800,33.28,3.08,19.36,42.8,153.1,8.3,4,2,11.92,4.8,Sandy
33.2800_3.1600,33.28,3.16,19.36,42.8,153.1,8.3,4.1,2.05,11.76,3.9,Sandy
33.2800_3.2400,33.28,3.24,19.45,42.68,152.3,8.3,4.4,2.2,12,5.6,Sandy
33.2800_3.3200,33.28,3.32,19.54,42.54,178.7,8.4,3.8,1.9,11.44,4,Sandy
33.2800_3.4000,33.28,3.4,19.58,42.6,168.5,8.3,3.8,1.9,10.64,4.4,Sandy
33.2800_3.4800,33.28,3.48,19.58,42.6,168.5,8.4,3.8,1.9,10.48,4.2,Sandy
33.2800_3.5600,33.28,3.56,19.72,42.5,202.4,8.3,4,2,9.84,4.4,Sandy
33.2800_3.6400,33.28,3.64,19.94,42.05,191.2,8.3,3.9,1.95,8.08,5.4,Sandy
33.2800_3.7200,33.28,3.72,20.14,41.78,200.1,8.3,4,2,9.36,4.2,Sandy
33.2800_3.8000,33.28,3.8,20.14,41.78,200.1,8.3,4.6,2.3,9.04,4.1,Sandy
33.2800_3.8800,33.28,3.88,20.28,41.66,145.9,8.3,4.3,2.15,8.48,4.4,Sandy
33.2800_3.9600,33.28,3.96,20.48,41.11,143.4,8.3,4.7,2.35,9.04,4.4,Sandy
33.2800_4.0400,33.28,4.04,20.48,41.11,143.4,8.3,4.4,2.2,8.16,5.2,Sandy
33.2800_4.1200,33.28,4.12,20.67,41.05,161.2,8.3,4.5,2.25,8.72,3.8,Sandy
33.2800_4.2000,33.28,4.2,20.97,40.47,152.8,8.3,4.4,2.2,8.16,3.2,Sandy
33.2800_4.2800,33.28,4.28,21.18,40.02,152.8,8.3,4.3,2.15,9.2,3.5,Sandy
33.2800_4.3600,33.28,4.36,21.18,40.02,152.8,8.4,4.2,2.1,8.72,3.8,Sandy
33.2800_4.4400,33.28,4.44,21.32,40.04,144.4,8.4,4.7,2.35,8.56,2.9,Sandy
33.2800_4.5200,33.28,4.52,21.54,39.87,141.3,8.3,4.6,2.3,9.6,3,Sandy
33.2800_4.6000,33.28,4.6,21.54,39.87,141.3,8.3,4.1,2.05,9.52,3,Sandy
33.2800_4.6800,33.28,4.68,21.78,39.61,159.3,8.3,4.5,2.25,9.04,3.6,Sandy
33.2800_4.7600,33.28,4.76,21.95,39.61,169.8,8.4,4.3,2.15,9.36,3,Sandy
33.2800_4.8400,33.28,4.84,22.11,39.62,166.7,8.2,4.4,2.2,9.04,3.7,Sandy
33.2800_4.9200,33.28,4.92,22.11,39.62,166.7,8.3,4.1,2.05,9.92,3.1,Sandy
33.2800_5.0000,33.28,5,22.43,39.32,152.6,8.3,4.4,2.2,10.4,3.1,Sandy
33.2800_5.0800,33.28,5.08,22.84,38.99,132.3,8.3,4.6,2.3,9.36,2.9,Sandy
33.2800_5.1600,33.28,5.16,22.84,38.99,132.3,8.3,4.8,2.4,10,3.8,Sandy
33.2800_5.2400,33.28,5.24,23.1,39.28,117.3,8.3,4.3,2.15,10.08,4.2,Silt
33.2800_5.3200,33.28,5.32,23.03,40.01,91.2,8.3,5,2.5,8.8,4,Sandy
33.2800_5.4000,33.28,5.4,22.81,40.55,90,8.3,4.5,2.25,8.96,5.9,Sandy
33.2800_5.4800,33.28,5.48,22.81,40.55,90,8.4,4.4,2.2,9.04,7.1,Sandy
33.2800_5.5600,33.28,5.56,22.79,40.48,98.2,8.4,4.8,2.4,9.2,3.9,Sandy
33.2800_5.6400,33.28,5.64,22.86,40.51,98.5,8.5,5.4,2.7,8.64,5,Sandy
33.2800_5.7200,33.28,5.72,22.75,41.14,91.9,8.4,4.3,2.15,8.24,4,Sandy
33.2800_5.8000,33.28,5.8,22.75,41.14,91.9,8.4,4.8,2.4,8.72,5.8,Sandy
33.2800_5.8800,33.28,5.88,22.66,42.02,116.1,8.3,4.2,2.1,8.72,5.8,Sandy
33.2800_5.9600,33.28,5.96,22.76,41.87,114.4,8.3,4.6,2.3,9.2,5.8,Sandy
33.2800_6.0400,33.28,6.04,22.76,41.87,114.4,8.3,5.8,2.9,9.2,4.3,Sandy
33.2800_6.1200,33.28,6.12,22.99,41.13,90.2,8.3,5.2,2.6,11.36,4.5,Silt
33.2800_6.2000,33.28,6.2,22.79,41.76,94.1,8.2,5,2.5,13.84,6.1,Sandy
33.2800_6.2800,33.28,6.28,22.67,42,101.3,8.2,4.7,2.35,11.76,4.3,Sandy
33.2800_6.3600,33.28,6.36,22.67,42,101.3,8.2,5.6,2.8,10.64,4,Sandy
33.2800_6.4400,33.28,6.44,22.61,42.32,96.3,8.2,4.6,2.3,10.96,4,Clay
33.2800_6.5200,33.28,6.52,22.58,42.56,84.3,8.1,4.2,2.1,10.24,4,Sandy
33.2800_6.6000,33.28,6.6,22.58,42.56,84.3,8.2,5.1,2.55,10.32,6.2,Sandy
33.2800_6.6800,33.28,6.68,22.53,42.83,86.3,8.1,5,2.5,10.96,5.9,Sandy
33.2800_6.7600,33.28,6.76,22.53,42.88,73.3,8.1,4.5,2.25,10.8,6.3,Sandy
33.2800_6.8400,33.28,6.84,22.64,42.63,76.2,8.1,5.4,2.7,10.72,6.4,Sandy
33.2800_6.9200,33.28,6.92,22.64,42.63,76.2,8.1,13.2,6.6,10.08,5.5,Sandy
33.2800_7.0000,33.28,7,22.63,42.77,84.1,8.1,10.9,5.45,10.32,7.4,Sandy
33.2800_7.0800,33.28,7.08,22.65,43.32,84.6,8.1,11.6,5.8,9.28,3.8,Clay
33.2800_7.1600,33.28,7.16,22.38,44.06,86.5,8,5.7,2.85,13.12,6.5,Clay
33.2800_7.2400,33.28,7.24,22.38,44.06,86.5,8,5.5,2.75,12.48,5.9,Clay
33.2800_7.3200,33.28,7.32,22.33,44.41,88,8,5,2.5,8.64,6.2,Silt
33.2800_7.4000,33.28,7.4,22.31,44.69,63.1,8,4.9,2.45,9.44,6.2,Sandy
33.2800_7.4800,33.28,7.48,22.31,44.69,63.1,8,5.7,2.85,10.72,3.6,Silt
33.2800_7.5600,33.28,7.56,22.33,44.75,63.6,8,5.6,2.8,9.84,3.8,Silt
33.2800_7.6400,33.28,7.64,22.37,44.83,63.9,8,5.4,2.7,11.36,6.2,Silt
33.2800_7.7200,33.28,7.72,22.42,44.84,65.1,7.9,5.9,2.95,11.04,6.1,Sandy
33.2800_7.8000,33.28,7.8,22.42,44.84,65.1,8,5.4,2.7,10.64,5.9,Sandy
33.2800_7.8800,33.28,7.88,22.45,44.92,65.4,7.9,5.4,2.7,11.92,3.6,Sandy
33.2800_7.9600,33.28,7.96,22.5,44.95,66.5,7.9,5.2,2.6,10.56,3.6,Silt
33.2800_8.0400,33.28,8.04,22.5,44.95,66.5,7.9,5.8,2.9,11.44,6.4,Sandy
33.2800_8.1200,33.28,8.12,22.45,45.39,76.7,7.9,5.7,2.85,9.2,6.1,Sandy
33.2800_8.2000,33.28,8.2,22.43,45.69,92.5,7.9,5.1,2.55,10.08,5.8,Sandy
33.2800_8.2800,33.28,8.28,22.38,45.88,98.5,7.9,5.6,2.8,10.08,5.9,Sandy
33.2800_8.3600,33.28,8.36,22.38,45.88,98.5,7.9,5.6,2.8,9.44,5.6,Sandy
33.2800_8.4400,33.28,8.44,22.36,46.17,99.1,7.9,5.1,2.55,10.88,5.8,Sandy
33.2800_8.5200,33.28,8.52,22.36,46.35,108.6,7.8,5.1,2.55,9.84,6.5,Silt
33.2800_8.6000,33.28,8.6,22.36,46.35,108.6,7.9,5.1,2.55,11.76,3.5,Silt
33.2800_8.6800,33.28,8.68,22.32,46.57,115.1,7.8,5,2.5,10.32,6.3,Sandy
33.3600_-2.2000,33.36,-2.2,17.11,47.9,274.6,8,6.8,3.4,11.52,5.6,Sandy
33.3600_-2.1200,33.36,-2.12,17.17,47.96,258.9,7.9,6,3,11.68,7.2,Sandy
33.3600_-2.0400,33.36,-2.04,17.29,47.5,267.2,8,6.2,3.1,12.56,8.7,Sandy
33.3600_-1.9600,33.36,-1.96,17.29,47.5,267.2,8,6.6,3.3,12.96,5.7,Sandy
33.3600_-1.8800,33.36,-1.88,17.26,47.69,273,8,6.1,3.05,12.88,5.6,Sandy
33.3600_-1.8000,33.36,-1.8,17.18,47.93,294.3,8,5.8,2.9,11.92,5.6,Sandy
33.3600_-1.7200,33.36,-1.72,17.15,47.62,297.6,8,5.7,2.85,10.88,7,Sandy
33.3600_-1.6400,33.36,-1.64,17.15,47.62,297.6,8.1,5.6,2.8,11.28,5.6,Sandy
33.3600_-1.5600,33.36,-1.56,17.26,47.37,286.7,8.1,6.2,3.1,11.44,5.6,Sandy
33.3600_-1.4800,33.36,-1.48,17.19,47.64,298.5,8.1,6,3,11.04,5.8,Sandy
33.3600_-1.4000,33.36,-1.4,17.19,47.64,298.5,8.2,5.8,2.9,10.8,8.3,Sandy
33.3600_-1.3200,33.36,-1.32,17.1,47.9,303.3,8.1,6.1,3.05,11.28,9,Sandy
33.3600_-1.2400,33.36,-1.24,17.13,47.92,281.1,8.1,6.5,3.25,12.32,6.8,Sandy
33.3600_-1.1600,33.36,-1.16,17.24,47.39,307.4,8.2,6.2,3.1,11.2,7.2,Sandy
33.3600_-1.0800,33.36,-1.08,17.24,47.39,307.4,8.2,5.9,2.95,10.96,8.9,Sandy
33.3600_-1.0000,33.36,-1,17.18,47.27,313.5,8.2,5.8,2.9,11.12,9.7,Sandy
33.3600_-0.9200,33.36,-0.92,17.1,47.2,367.1,8.1,5.4,2.7,10.48,9,Sandy
33.3600_-0.8400,33.36,-0.84,17.1,47.2,367.1,8.2,6,3,9.6,6.7,Sandy
33.3600_-0.7600,33.36,-0.76,16.92,47.87,378.4,8.1,6.5,3.25,11.84,8.1,Sandy
33.3600_-0.6800,33.36,-0.68,16.87,47.83,368.9,8.1,6.3,3.15,11.04,9.8,Sandy
33.3600_-0.6000,33.36,-0.6,16.92,47.9,333.2,8.1,6.2,3.1,10.72,8.9,Sandy
33.3600_-0.5200,33.36,-0.52,16.92,47.9,333.2,8.1,6.8,3.4,12,9.9,Sandy
33.3600_-0.4400,33.36,-0.44,16.91,47.91,337.4,8.1,6.6,3.3,12.08,9.7,Sandy
33.3600_-0.3600,33.36,-0.36,16.9,47.8,301.8,8.1,6.1,3.05,11.36,7.3,Sandy
33.3600_-0.2800,33.36,-0.28,16.9,47.8,301.8,8.2,5.9,2.95,11.2,7.5,Sandy
33.3600_-0.2000,33.36,-0.2,16.84,47.68,299,8.2,5.6,2.8,9.2,10,Sandy
33.3600_-0.1200,33.36,-0.12,16.78,47.65,309.3,8.1,5.5,2.75,10.88,9.9,Sandy
33.3600_-0.0400,33.36,-0.04,16.59,47.96,340.1,8.1,5.7,2.85,12.32,9.4,Sandy
33.3600_0.0400,33.36,0.04,16.59,47.96,340.1,8.1,5.9,2.95,11.76,10.8,Sandy
33.3600_0.1200,33.36,0.12,16.42,48.35,321,8.1,6.2,3.1,12.8,7.1,Sandy
33.3600_0.2000,33.36,0.2,16.16,48.76,305.6,8.2,5.8,2.9,12.56,9.3,Sandy
33.3600_0.2800,33.36,0.28,15.89,49.21,294,8.2,5.3,2.65,11.92,8.8,Sandy
33.3600_0.3600,33.36,0.36,15.89,49.21,294,8.1,5.5,2.75,10.88,9.1,Sandy
33.3600_0.4400,33.36,0.44,15.8,49.01,275.2,8.1,6.9,3.45,11.6,8.2,Sandy
33.3600_0.5200,33.36,0.52,15.84,48.79,257.7,8.1,6.7,3.35,12.16,9.2,Sandy
33.3600_0.6000,33.36,0.6,15.84,48.79,257.7,8.1,5.9,2.95,11.52,10.5,Sandy
33.3600_0.6800,33.36,0.68,15.09,48.26,255.8,8.1,6.8,3.4,11.52,8.7,Sandy
33.3600_0.7600,33.36,0.76,16.07,48.04,260,8.1,6,3,9.84,7.5,Sandy
33.3600_0.8400,33.36,0.84,16.55,47.22,235.3,8.2,5.3,2.65,10.88,6.5,Sandy
33.3600_0.9200,33.36,0.92,16.55,47.22,235.3,8.1,5.4,2.7,10.48,7.2,Sandy
33.3600_1.0000,33.36,1,16,46.53,240.9,8.2,5.7,2.85,11.28,8,Sandy
33.3600_1.0800,33.36,1.08,16.87,46.69,263.6,8.2,5.4,2.7,10.56,9.8,Sandy
33.3600_1.1600,33.36,1.16,16.87,46.69,263.6,8.1,4.8,2.4,11.52,9.7,Sandy
33.3600_1.2400,33.36,1.24,16.78,46.82,254.4,8.2,5.4,2.7,12.4,6.7,Sandy
33.3600_1.3200,33.36,1.32,17.02,46.21,272.9,8.2,5.3,2.65,11.2,10.2,Sandy
33.3600_1.4000,33.36,1.4,17.46,45.01,237.1,8.2,5.3,2.65,10.48,7,Sandy
33.3600_1.4800,33.36,1.48,17.46,45.01,237.1,8.2,5.1,2.55,10.96,6.3,Sandy
33.3600_1.5600,33.36,1.56,17.82,43.94,215.6,8.2,5.9,2.95,9.84,9.3,Sandy
33.3600_1.6400,33.36,1.64,18.06,43.53,203.9,8.2,5,2.5,10,7.6,Sandy
33.3600_1.7200,33.36,1.72,18.06,43.53,203.9,8.2,4.6,2.3,9.76,6.1,Sandy
33.3600_1.8000,33.36,1.8,18.36,43.19,196.9,8.2,4.7,2.35,9.6,6.3,Sandy
33.3600_1.8800,33.36,1.88,18.66,43.24,198.6,8.2,4.4,2.2,10.08,7.4,Sandy
33.3600_1.9600,33.36,1.96,18.68,44.1,196.7,8.2,4.7,2.35,10.16,6.9,Sandy
33.3600_2.0400,33.36,2.04,18.68,44.1,196.7,8.2,4.3,2.15,10.08,6.7,Sandy
33.3600_2.1200,33.36,2.12,18.53,44.57,196.1,8.2,4.3,2.15,10.48,5.1,Sandy
33.3600_2.2000,33.36,2.2,18.49,44.24,193.4,8.2,4.1,2.05,10,5.1,Sandy
33.3600_2.2800,33.36,2.28,18.55,44.37,173.3,8.3,4.6,2.3,10.56,7,Sandy
33.3600_2.3600,33.36,2.36,18.55,44.37,173.3,8.2,4.6,2.3,9.92,5.3,Sandy
33.3600_2.4400,33.36,2.44,18.63,44.46,161.4,8.3,4,2,10.48,5.6,Sandy
33.3600_2.5200,33.36,2.52,18.65,44.28,181.1,8.3,4.2,2.1,8.32,5.5,Sandy
33.3600_2.6000,33.36,2.6,18.65,44.28,181.1,8.3,4.4,2.2,10.48,6.5,Sandy
33.3600_2.6800,33.36,2.68,18.68,44.14,179,8.3,4.2,2.1,9.2,4.9,Sandy
33.3600_2.7600,33.36,2.76,18.79,44.04,192.6,8.3,4.5,2.25,10.56,5.8,Sandy
33.3600_2.8400,33.36,2.84,18.97,43.55,189.6,8.3,4.9,2.45,10.56,5.8,Sandy
33.3600_2.9200,33.36,2.92,18.97,43.55,189.6,8.3,4.5,2.25,9.92,5.4,Sandy
33.3600_3.0000,33.36,3,19.08,43.58,186.7,8.3,4.5,2.25,10.4,5.5,Sandy
33.3600_3.0800,33.36,3.08,19.17,43.39,161.5,8.3,4,2,12,4.5,Sandy
33.3600_3.1600,33.36,3.16,19.17,43.39,161.5,8.2,4.3,2.15,10.72,4.1,Sandy
33.3600_3.2400,33.36,3.24,19.28,43.05,184.3,8.3,4,2,11.68,4.4,Sandy
33.3600_3.3200,33.36,3.32,19.34,43.09,183.4,8.3,4.2,2.1,11.52,5.1,Sandy
33.3600_3.4000,33.36,3.4,19.4,43.15,204.6,8.2,4.3,2.15,11.28,4.5,Sandy
33.3600_3.4800,33.36,3.48,19.4,43.15,204.6,8.3,3.6,1.8,10,4.7,Sandy
33.3600_3.5600,33.36,3.56,19.5,43,199.1,8.3,4,2,10.16,4.2,Sandy
33.3600_3.6400,33.36,3.64,19.71,42.58,191.3,8.3,4.2,2.1,9.84,4.2,Sandy
33.3600_3.7200,33.36,3.72,19.71,42.58,191.3,8.3,4.1,2.05,10.24,5.9,Sandy
33.3600_3.8000,33.36,3.8,19.9,42.39,192,8.3,4.3,2.15,9.44,4.3,Sandy
33.3600_3.8800,33.36,3.88,20.07,42.16,162.1,8.3,4.3,2.15,10.24,4.5,Sandy
33.3600_3.9600,33.36,3.96,20.26,41.73,144.1,8.4,4.9,2.45,10.32,5.3,Sandy
33.3600_4.0400,33.36,4.04,20.26,41.73,144.1,8.4,4.7,2.35,8.56,3.8,Sandy
33.3600_4.1200,33.36,4.12,20.55,41.03,152.2,8.4,4.6,2.3,9.44,3.9,Sandy
33.3600_4.2000,33.36,4.2,20.85,40.61,164.3,8.2,5.7,2.85,8.56,5.1,Sandy
33.3600_4.2800,33.36,4.28,21.04,40.56,141.3,8.3,4.5,2.25,8.72,3.8,Sandy
33.3600_4.3600,33.36,4.36,21.04,40.56,141.3,8.3,4.6,2.3,9.28,3.5,Sandy
33.3600_4.4400,33.36,4.44,21.22,40.27,130.8,8.4,4.7,2.35,9.36,3.6,Sandy
33.3600_4.5200,33.36,4.52,21.45,39.9,135.7,8.3,5,2.5,7.92,3.1,Sandy
33.3600_4.6000,33.36,4.6,21.45,39.9,135.7,8.3,4.6,2.3,9.2,3,Sandy
33.3600_4.6800,33.36,4.68,21.69,39.71,145.3,8.3,4.1,2.05,9.52,3.3,Sandy
33.3600_4.7600,33.36,4.76,21.91,39.74,147.8,8.3,4.3,2.15,8.56,3.2,Sandy
33.3600_4.8400,33.36,4.84,22.14,39.73,184.9,8.3,3.8,1.9,9.68,3,Sandy
33.3600_4.9200,33.36,4.92,22.14,39.73,184.9,8.3,4.1,2.05,10.96,3.1,Sandy
33.3600_5.0000,33.36,5,22.44,39.59,183.8,8.3,4,2,9.68,3.2,Sandy
33.3600_5.0800,33.36,5.08,22.76,39.44,153.7,8.3,4.4,2.2,9.76,3.5,Sandy
33.3600_5.1600,33.36,5.16,22.76,39.44,153.7,8.3,4.7,2.35,10.16,4.3,Sandy
33.3600_5.2400,33.36,5.24,22.96,39.71,128.8,8.3,4.8,2.4,9.76,4.2,Sandy
33.3600_5.3200,33.36,5.32,22.91,40.26,106.8,8.3,4.3,2.15,9.68,3.9,Sandy
33.3600_5.4000,33.36,5.4,22.76,40.61,107.9,8.3,5.2,2.6,9.52,4.3,Sandy
33.3600_5.4800,33.36,5.48,22.76,40.61,107.9,8.3,5.2,2.6,8.8,4.3,Silt
33.3600_5.5600,33.36,5.56,22.81,40.47,118.6,8.3,4.2,2.1,9.12,4.4,Sandy
33.3600_5.6400,33.36,5.64,22.91,40.6,105.2,8.4,4.6,2.3,8.4,4.2,Sandy
33.3600_5.7200,33.36,5.72,22.91,40.6,105.2,8.4,4.2,2.1,8.88,3.9,Sandy
33.3600_5.8000,33.36,5.8,22.77,41.32,88.1,8.3,4.7,2.35,9.68,5.8,Sandy
33.3600_5.8800,33.36,5.88,22.67,41.96,104.8,8.3,4.6,2.3,8.16,6.1,Sandy
33.3600_5.9600,33.36,5.96,22.73,42.06,124.2,8.3,4.7,2.35,8.48,6.2,Sandy
33.3600_6.0400,33.36,6.04,22.73,42.06,124.2,8.3,4.4,2.2,9.28,6,Sandy
33.3600_6.1200,33.36,6.12,22.82,41.73,92.8,8.2,4.6,2.3,9.28,4.1,Sandy
33.3600_6.2000,33.36,6.2,22.75,41.91,97,8.2,4.4,2.2,9.84,4.8,Clay
33.3600_6.2800,33.36,6.28,22.68,42.07,106,8.2,4.8,2.4,10.4,4,Clay
33.3600_6.3600,33.36,6.36,22.68,42.07,106,8.2,5,2.5,9.36,4.1,Sandy
33.3600_6.4400,33.36,6.44,22.68,42.21,112.7,8.1,4.6,2.3,9.44,3.6,Sandy
33.3600_6.5200,33.36,6.52,22.64,42.53,93,8.1,4.9,2.45,10.08,4.2,Sandy
33.3600_6.6000,33.36,6.6,22.64,42.53,93,8.1,4.9,2.45,9.28,3.6,Sandy
33.3600_6.6800,33.36,6.68,22.6,42.78,89.2,8.1,5.6,2.8,10.4,4.2,Sandy
33.3600_6.7600,33.36,6.76,22.67,42.69,91,8.1,4.6,2.3,10.08,3.8,Sandy
33.3600_6.8400,33.36,6.84,22.91,42.12,83.8,0,0,0,0,0,Unknown
33.3600_6.9200,33.36,6.92,22.91,42.12,83.8,8.1,11.5,5.75,8.56,3.5,Clay
33.3600_7.0000,33.36,7,22.62,43.09,80.9,8.1,11.2,5.6,9.52,5.9,Sandy
33.3600_7.0800,33.36,7.08,22.69,43.59,88.7,8.1,11.4,5.7,9.36,6,Sandy
33.3600_7.1600,33.36,7.16,22.69,43.59,88.7,8.1,5,2.5,8.96,6.1,Sandy
33.3600_7.2400,33.36,7.24,22.42,44.14,87,8,6.3,3.15,12.08,6.4,Clay
33.3600_7.3200,33.36,7.32,22.48,44.78,80.8,8,4.6,2.3,10.4,6.3,Silt
33.3600_7.4000,33.36,7.4,22.32,45.02,65.6,7.9,4.6,2.3,9.68,6.1,Sandy
33.3600_7.4800,33.36,7.48,22.32,45.02,65.6,7.9,5.9,2.95,9.84,6.9,Sandy
33.3600_7.5600,33.36,7.56,22.33,45.1,75.6,8,5.1,2.55,9.68,3.7,Sandy
33.3600_7.6400,33.36,7.64,22.38,45.07,72.6,7.9,6.4,3.2,10.24,6.5,Sandy
33.3600_7.7200,33.36,7.72,22.38,45.07,72.6,7.9,5.6,2.8,11.36,6.3,Sandy
33.3600_7.8000,33.36,7.8,22.45,45.1,74.7,8,5.5,2.75,10.24,3,Sandy
33.3600_7.8800,33.36,7.88,22.49,45.15,66.4,7.9,5.2,2.6,9.76,3.3,Sandy
33.3600_7.9600,33.36,7.96,22.5,45.4,71.2,7.9,4.9,2.45,10.4,4,Sandy
33.3600_8.0400,33.36,8.04,22.5,45.4,71.2,7.9,4.8,2.4,10.96,6,Sandy
33.3600_8.1200,33.36,8.12,22.42,45.93,83,7.9,6.5,3.25,10.16,5.8,Sandy
33.3600_8.2000,33.36,8.2,22.42,46.11,102,7.9,6.1,3.05,11.44,5.8,Sandy
33.3600_8.2800,33.36,8.28,22.46,46.05,92,7.9,5,2.5,10.4,5.6,Sandy
33.3600_8.3600,33.36,8.36,22.46,46.05,92,7.9,5.8,2.9,10.56,5.5,Sandy
33.3600_8.4400,33.36,8.44,22.49,46.18,104.9,7.9,5.1,2.55,10.48,5.6,Silt
33.3600_8.5200,33.36,8.52,22.49,46.36,122,7.9,5.4,2.7,11.92,6.2,Silt
33.3600_8.6000,33.36,8.6,22.49,46.36,122,7.9,5.9,2.95,10.24,7.2,Sandy
33.3600_8.6800,33.36,8.68,22.37,46.86,126.7,7.9,7.5,3.75,11.68,7,Silt
33.4400_-2.2000,33.44,-2.2,17.2,48.2,255.7,7.9,6.9,3.45,12.24,9.2,Sandy
33.4400_-2.1200,33.44,-2.12,17.25,48.18,262,7.9,6.3,3.15,12.88,6.1,Sandy
33.4400_-2.0400,33.44,-2.04,17.36,48.03,262.2,8,5.9,2.95,13.04,8.6,Sandy
33.4400_-1.9600,33.44,-1.96,17.36,48.03,262.2,8,6.1,3.05,12.56,8.2,Clay
33.4400_-1.8800,33.44,-1.88,17.38,48.09,279.5,8,5.9,2.95,13.12,8.8,Clay
33.4400_-1.8000,33.44,-1.8,17.31,48.32,266.6,8,5.9,2.95,12.72,8.9,Clay
33.4400_-1.7200,33.44,-1.72,17.29,47.96,278.9,8.1,6,3,11.36,6.1,Clay
33.4400_-1.6400,33.44,-1.64,17.29,47.96,278.9,8.1,5.9,2.95,10.48,5.6,Sandy
33.4400_-1.5600,33.44,-1.56,17.31,47.68,264.9,8.1,6.2,3.1,11.84,6.5,Sandy
33.4400_-1.4800,33.44,-1.48,17.27,47.69,266.5,8.1,6.1,3.05,11.28,5.8,Sandy
33.4400_-1.4000,33.44,-1.4,17.27,47.69,266.5,8.1,6.2,3.1,10.88,8,Sandy
33.4400_-1.3200,33.44,-1.32,17.11,48.08,291.6,8.1,6.3,3.15,11.76,6.7,Clay
33.4400_-1.2400,33.44,-1.24,17.07,48.28,314.2,8.1,6.3,3.15,10.24,8.1,Sandy
33.4400_-1.1600,33.44,-1.16,17.18,48,328.3,8.1,6.5,3.25,11.76,6.3,Sandy
